,Actual Class,Class Size,Correct Class,Equiv Class,Largest Possible Class Size,Predicted Class,gamma,kernel
4002,13449,1,True,JUMP,251,13449,scale,linear
4003,13449,1,True,SCORE_DIST,251,13449,scale,linear
4004,13449,25,True,PERCENTILES,251,13449,scale,linear
4005,29427,2,False,JUMP,251,3202,scale,linear
4006,29427,1,False,SCORE_DIST,251,3202,scale,linear
4007,29427,25,False,PERCENTILES,251,3202,scale,linear
4008,1985,1,False,JUMP,251,13449,scale,linear
4009,1985,1,False,SCORE_DIST,251,13449,scale,linear
4010,1985,25,True,PERCENTILES,251,13449,scale,linear
4011,25647,1,False,JUMP,251,4857,scale,linear
4012,25647,1,False,SCORE_DIST,251,4857,scale,linear
4013,25647,25,False,PERCENTILES,251,4857,scale,linear
4014,3082,1,True,JUMP,251,3082,scale,linear
4015,3082,1,True,SCORE_DIST,251,3082,scale,linear
4016,3082,25,True,PERCENTILES,251,3082,scale,linear
4017,53861,1,False,JUMP,251,98,scale,linear
4018,53861,1,False,SCORE_DIST,251,98,scale,linear
4019,53861,25,False,PERCENTILES,251,98,scale,linear
4020,10293,1,False,JUMP,251,3112,scale,linear
4021,10293,2,False,SCORE_DIST,251,3112,scale,linear
4022,10293,25,True,PERCENTILES,251,3112,scale,linear
4023,9166,1,False,JUMP,251,3202,scale,linear
4024,9166,1,False,SCORE_DIST,251,3202,scale,linear
4025,9166,25,False,PERCENTILES,251,3202,scale,linear
4026,34127,1,False,JUMP,251,10364,scale,linear
4027,34127,1,False,SCORE_DIST,251,10364,scale,linear
4028,34127,25,False,PERCENTILES,251,10364,scale,linear
4029,10364,1,True,JUMP,251,10364,scale,linear
4030,10364,1,True,SCORE_DIST,251,10364,scale,linear
4031,10364,25,True,PERCENTILES,251,10364,scale,linear
4032,3510,1,True,JUMP,251,3510,scale,linear
4033,3510,1,True,SCORE_DIST,251,3510,scale,linear
4034,3510,25,True,PERCENTILES,251,3510,scale,linear
4035,16636,1,False,JUMP,251,3202,scale,linear
4036,16636,1,False,SCORE_DIST,251,3202,scale,linear
4037,16636,25,False,PERCENTILES,251,3202,scale,linear
4038,49281,1,False,JUMP,251,13449,scale,linear
4039,49281,1,False,SCORE_DIST,251,13449,scale,linear
4040,49281,25,True,PERCENTILES,251,13449,scale,linear
4041,6751,1,True,JUMP,251,6751,scale,linear
4042,6751,1,True,SCORE_DIST,251,6751,scale,linear
4043,6751,25,True,PERCENTILES,251,6751,scale,linear
4044,6751,1,True,JUMP,251,6751,scale,linear
4045,6751,1,True,SCORE_DIST,251,6751,scale,linear
4046,6751,25,True,PERCENTILES,251,6751,scale,linear
4047,98,1,False,JUMP,251,3510,scale,linear
4048,98,2,False,SCORE_DIST,251,3510,scale,linear
4049,98,25,True,PERCENTILES,251,3510,scale,linear
4050,6751,1,True,JUMP,251,6751,scale,linear
4051,6751,1,True,SCORE_DIST,251,6751,scale,linear
4052,6751,25,True,PERCENTILES,251,6751,scale,linear
4053,13449,1,False,JUMP,251,3112,scale,linear
4054,13449,1,False,SCORE_DIST,251,3112,scale,linear
4055,13449,25,True,PERCENTILES,251,3112,scale,linear
4056,843,1,False,JUMP,251,3112,scale,linear
4057,843,1,False,SCORE_DIST,251,3112,scale,linear
4058,843,25,True,PERCENTILES,251,3112,scale,linear
4059,2024,1,False,JUMP,251,34298,scale,linear
4060,2024,1,False,SCORE_DIST,251,34298,scale,linear
4061,2024,25,False,PERCENTILES,251,34298,scale,linear
4062,37815,1,False,JUMP,251,98,scale,linear
4063,37815,1,False,SCORE_DIST,251,98,scale,linear
4064,37815,25,True,PERCENTILES,251,98,scale,linear
4065,41428,1,False,JUMP,251,6751,scale,linear
4066,41428,1,False,SCORE_DIST,251,6751,scale,linear
4067,41428,25,True,PERCENTILES,251,6751,scale,linear
4068,371,2,False,JUMP,251,224,scale,linear
4069,371,3,False,SCORE_DIST,251,224,scale,linear
4070,371,25,True,PERCENTILES,251,224,scale,linear
4071,3082,3,True,JUMP,251,3510,scale,linear
4072,3082,2,False,SCORE_DIST,251,3510,scale,linear
4073,3082,25,True,PERCENTILES,251,3510,scale,linear
4074,6751,1,False,JUMP,251,4857,scale,linear
4075,6751,1,False,SCORE_DIST,251,4857,scale,linear
4076,6751,25,True,PERCENTILES,251,4857,scale,linear
4077,5000,1,False,JUMP,251,3202,scale,linear
4078,5000,1,False,SCORE_DIST,251,3202,scale,linear
4079,5000,25,False,PERCENTILES,251,3202,scale,linear
4080,10364,1,False,JUMP,251,3202,scale,linear
4081,10364,1,False,SCORE_DIST,251,3202,scale,linear
4082,10364,25,True,PERCENTILES,251,3202,scale,linear
4083,45171,1,False,JUMP,251,147,scale,linear
4084,45171,1,False,SCORE_DIST,251,147,scale,linear
4085,45171,25,False,PERCENTILES,251,147,scale,linear
4086,13449,1,True,JUMP,251,13449,scale,linear
4087,13449,1,True,SCORE_DIST,251,13449,scale,linear
4088,13449,25,True,PERCENTILES,251,13449,scale,linear
4089,13492,4,False,JUMP,251,4857,scale,linear
4090,13492,2,False,SCORE_DIST,251,4857,scale,linear
4091,13492,25,True,PERCENTILES,251,4857,scale,linear
4092,3510,4,True,JUMP,251,3510,scale,linear
4093,3510,1,True,SCORE_DIST,251,3510,scale,linear
4094,3510,25,True,PERCENTILES,251,3510,scale,linear
4095,13449,1,True,JUMP,251,13449,scale,linear
4096,13449,2,True,SCORE_DIST,251,13449,scale,linear
4097,13449,25,True,PERCENTILES,251,13449,scale,linear
4098,2390,1,False,JUMP,251,10364,scale,linear
4099,2390,1,False,SCORE_DIST,251,10364,scale,linear
4100,2390,25,True,PERCENTILES,251,10364,scale,linear
4101,44692,1,False,JUMP,251,3112,scale,linear
4102,44692,2,True,SCORE_DIST,251,3112,scale,linear
4103,44692,25,True,PERCENTILES,251,3112,scale,linear
4104,10364,1,True,JUMP,251,10364,scale,linear
4105,10364,1,True,SCORE_DIST,251,10364,scale,linear
4106,10364,25,True,PERCENTILES,251,10364,scale,linear
4107,2341,1,False,JUMP,251,6751,scale,linear
4108,2341,1,False,SCORE_DIST,251,6751,scale,linear
4109,2341,25,False,PERCENTILES,251,6751,scale,linear
4110,44692,1,False,JUMP,251,6751,scale,linear
4111,44692,1,False,SCORE_DIST,251,6751,scale,linear
4112,44692,25,True,PERCENTILES,251,6751,scale,linear
4113,98,1,True,JUMP,251,98,scale,linear
4114,98,1,True,SCORE_DIST,251,98,scale,linear
4115,98,25,True,PERCENTILES,251,98,scale,linear
4116,710,1,False,JUMP,251,6751,scale,linear
4117,710,2,False,SCORE_DIST,251,6751,scale,linear
4118,710,25,True,PERCENTILES,251,6751,scale,linear
4119,49281,1,False,JUMP,251,6751,scale,linear
4120,49281,1,False,SCORE_DIST,251,6751,scale,linear
4121,49281,25,True,PERCENTILES,251,6751,scale,linear
4122,2029,1,False,JUMP,251,4857,scale,linear
4123,2029,2,False,SCORE_DIST,251,4857,scale,linear
4124,2029,25,True,PERCENTILES,251,4857,scale,linear
4125,10364,1,False,JUMP,251,98,scale,linear
4126,10364,1,False,SCORE_DIST,251,98,scale,linear
4127,10364,25,True,PERCENTILES,251,98,scale,linear
4128,244,1,False,JUMP,251,6751,scale,linear
4129,244,1,False,SCORE_DIST,251,6751,scale,linear
4130,244,25,False,PERCENTILES,251,6751,scale,linear
4131,6751,1,False,JUMP,251,10364,scale,linear
4132,6751,1,False,SCORE_DIST,251,10364,scale,linear
4133,6751,25,True,PERCENTILES,251,10364,scale,linear
4134,6751,1,True,JUMP,251,6751,scale,linear
4135,6751,1,True,SCORE_DIST,251,6751,scale,linear
4136,6751,25,True,PERCENTILES,251,6751,scale,linear
4137,3082,1,True,JUMP,251,3082,scale,linear
4138,3082,1,True,SCORE_DIST,251,3082,scale,linear
4139,3082,25,True,PERCENTILES,251,3082,scale,linear
4140,3112,1,False,JUMP,251,10364,scale,linear
4141,3112,1,False,SCORE_DIST,251,10364,scale,linear
4142,3112,25,True,PERCENTILES,251,10364,scale,linear
4143,28,1,False,JUMP,251,48354,scale,linear
4144,28,1,False,SCORE_DIST,251,48354,scale,linear
4145,28,25,True,PERCENTILES,251,48354,scale,linear
4146,44692,1,False,JUMP,251,3082,scale,linear
4147,44692,1,False,SCORE_DIST,251,3082,scale,linear
4148,44692,25,True,PERCENTILES,251,3082,scale,linear
4149,3202,1,True,JUMP,251,3202,scale,linear
4150,3202,1,True,SCORE_DIST,251,3202,scale,linear
4151,3202,25,True,PERCENTILES,251,3202,scale,linear
4152,13449,1,True,JUMP,251,13449,scale,linear
4153,13449,1,True,SCORE_DIST,251,13449,scale,linear
4154,13449,25,True,PERCENTILES,251,13449,scale,linear
4155,6751,1,False,JUMP,251,10364,scale,linear
4156,6751,1,False,SCORE_DIST,251,10364,scale,linear
4157,6751,25,True,PERCENTILES,251,10364,scale,linear
4158,10364,1,True,JUMP,251,10364,scale,linear
4159,10364,1,True,SCORE_DIST,251,10364,scale,linear
4160,10364,25,True,PERCENTILES,251,10364,scale,linear
4161,49281,1,False,JUMP,251,3510,scale,linear
4162,49281,1,False,SCORE_DIST,251,3510,scale,linear
4163,49281,25,True,PERCENTILES,251,3510,scale,linear
4164,108,1,False,JUMP,251,3112,scale,linear
4165,108,2,False,SCORE_DIST,251,3112,scale,linear
4166,108,25,False,PERCENTILES,251,3112,scale,linear
4167,883,1,False,JUMP,251,13449,scale,linear
4168,883,1,False,SCORE_DIST,251,13449,scale,linear
4169,883,25,False,PERCENTILES,251,13449,scale,linear
4170,710,1,False,JUMP,251,6751,scale,linear
4171,710,1,False,SCORE_DIST,251,6751,scale,linear
4172,710,25,True,PERCENTILES,251,6751,scale,linear
4173,2029,1,False,JUMP,251,3510,scale,linear
4174,2029,1,False,SCORE_DIST,251,3510,scale,linear
4175,2029,25,False,PERCENTILES,251,3510,scale,linear
4176,458,1,False,JUMP,251,98,scale,linear
4177,458,1,False,SCORE_DIST,251,98,scale,linear
4178,458,25,False,PERCENTILES,251,98,scale,linear
4179,33515,1,False,JUMP,251,3202,scale,linear
4180,33515,1,False,SCORE_DIST,251,3202,scale,linear
4181,33515,25,False,PERCENTILES,251,3202,scale,linear
4182,98,1,False,JUMP,251,3096,scale,linear
4183,98,1,False,SCORE_DIST,251,3096,scale,linear
4184,98,25,True,PERCENTILES,251,3096,scale,linear
4185,6751,1,False,JUMP,251,3112,scale,linear
4186,6751,1,False,SCORE_DIST,251,3112,scale,linear
4187,6751,25,True,PERCENTILES,251,3112,scale,linear
4188,13449,3,True,JUMP,251,3096,scale,linear
4189,13449,2,True,SCORE_DIST,251,3096,scale,linear
4190,13449,25,True,PERCENTILES,251,3096,scale,linear
4191,13449,1,False,JUMP,251,4857,scale,linear
4192,13449,2,False,SCORE_DIST,251,4857,scale,linear
4193,13449,25,True,PERCENTILES,251,4857,scale,linear
4194,41428,1,False,JUMP,251,4857,scale,linear
4195,41428,1,False,SCORE_DIST,251,4857,scale,linear
4196,41428,25,True,PERCENTILES,251,4857,scale,linear
4197,49281,1,False,JUMP,251,3510,scale,linear
4198,49281,1,False,SCORE_DIST,251,3510,scale,linear
4199,49281,25,True,PERCENTILES,251,3510,scale,linear
4200,20204,1,False,JUMP,251,3510,scale,linear
4201,20204,2,False,SCORE_DIST,251,3510,scale,linear
4202,20204,25,True,PERCENTILES,251,3510,scale,linear
4203,301,6,False,JUMP,251,44692,scale,linear
4204,301,1,False,SCORE_DIST,251,44692,scale,linear
4205,301,25,False,PERCENTILES,251,44692,scale,linear
4206,3510,1,False,JUMP,251,3202,scale,linear
4207,3510,1,False,SCORE_DIST,251,3202,scale,linear
4208,3510,25,True,PERCENTILES,251,3202,scale,linear
4209,34298,1,False,JUMP,251,3202,scale,linear
4210,34298,1,False,SCORE_DIST,251,3202,scale,linear
4211,34298,25,True,PERCENTILES,251,3202,scale,linear
4212,2358,1,False,JUMP,251,13449,scale,linear
4213,2358,1,False,SCORE_DIST,251,13449,scale,linear
4214,2358,25,True,PERCENTILES,251,13449,scale,linear
4215,34298,3,True,JUMP,251,3112,scale,linear
4216,34298,3,True,SCORE_DIST,251,3112,scale,linear
4217,34298,25,True,PERCENTILES,251,3112,scale,linear
4218,10364,1,False,JUMP,251,3510,scale,linear
4219,10364,1,False,SCORE_DIST,251,3510,scale,linear
4220,10364,25,True,PERCENTILES,251,3510,scale,linear
4221,49281,1,False,JUMP,251,6751,scale,linear
4222,49281,1,False,SCORE_DIST,251,6751,scale,linear
4223,49281,25,True,PERCENTILES,251,6751,scale,linear
4224,11087,1,False,JUMP,251,98,scale,linear
4225,11087,1,False,SCORE_DIST,251,98,scale,linear
4226,11087,25,True,PERCENTILES,251,98,scale,linear
4227,757,1,False,JUMP,251,13449,scale,linear
4228,757,1,False,SCORE_DIST,251,13449,scale,linear
4229,757,25,True,PERCENTILES,251,13449,scale,linear
4230,10364,1,True,JUMP,251,10364,scale,linear
4231,10364,1,True,SCORE_DIST,251,10364,scale,linear
4232,10364,25,True,PERCENTILES,251,10364,scale,linear
4233,3066,1,False,JUMP,251,13449,scale,linear
4234,3066,1,False,SCORE_DIST,251,13449,scale,linear
4235,3066,25,False,PERCENTILES,251,13449,scale,linear
4236,3002,2,False,JUMP,251,10364,scale,linear
4237,3002,1,False,SCORE_DIST,251,10364,scale,linear
4238,3002,25,True,PERCENTILES,251,10364,scale,linear
4239,3096,1,False,JUMP,251,4857,scale,linear
4240,3096,1,False,SCORE_DIST,251,4857,scale,linear
4241,3096,25,True,PERCENTILES,251,4857,scale,linear
4242,20750,1,False,JUMP,251,13449,scale,linear
4243,20750,1,False,SCORE_DIST,251,13449,scale,linear
4244,20750,25,True,PERCENTILES,251,13449,scale,linear
4245,601,1,False,JUMP,251,3510,scale,linear
4246,601,1,False,SCORE_DIST,251,3510,scale,linear
4247,601,25,False,PERCENTILES,251,3510,scale,linear
4248,3096,1,False,JUMP,251,98,scale,linear
4249,3096,1,False,SCORE_DIST,251,98,scale,linear
4250,3096,25,True,PERCENTILES,251,98,scale,linear
4251,11251,1,False,JUMP,251,98,scale,linear
4252,11251,1,False,SCORE_DIST,251,98,scale,linear
4253,11251,25,False,PERCENTILES,251,98,scale,linear
4254,3657,1,False,JUMP,251,4857,scale,linear
4255,3657,2,False,SCORE_DIST,251,4857,scale,linear
4256,3657,25,False,PERCENTILES,251,4857,scale,linear
4257,3510,1,True,JUMP,251,3510,scale,linear
4258,3510,1,True,SCORE_DIST,251,3510,scale,linear
4259,3510,25,True,PERCENTILES,251,3510,scale,linear
4260,11864,1,False,JUMP,251,44692,scale,linear
4261,11864,1,False,SCORE_DIST,251,44692,scale,linear
4262,11864,25,False,PERCENTILES,251,44692,scale,linear
4263,147,3,True,JUMP,251,3112,scale,linear
4264,147,2,True,SCORE_DIST,251,3112,scale,linear
4265,147,25,True,PERCENTILES,251,3112,scale,linear
4266,3202,1,True,JUMP,251,3202,scale,linear
4267,3202,1,True,SCORE_DIST,251,3202,scale,linear
4268,3202,25,True,PERCENTILES,251,3202,scale,linear
4269,36,1,False,JUMP,251,10364,scale,linear
4270,36,2,False,SCORE_DIST,251,10364,scale,linear
4271,36,25,False,PERCENTILES,251,10364,scale,linear
4272,10364,2,False,JUMP,251,3202,scale,linear
4273,10364,1,False,SCORE_DIST,251,3202,scale,linear
4274,10364,25,True,PERCENTILES,251,3202,scale,linear
4275,3202,1,False,JUMP,251,98,scale,linear
4276,3202,1,False,SCORE_DIST,251,98,scale,linear
4277,3202,25,True,PERCENTILES,251,98,scale,linear
4278,13449,1,False,JUMP,251,10364,scale,linear
4279,13449,1,False,SCORE_DIST,251,10364,scale,linear
4280,13449,25,True,PERCENTILES,251,10364,scale,linear
4281,13696,1,False,JUMP,251,6751,scale,linear
4282,13696,1,False,SCORE_DIST,251,6751,scale,linear
4283,13696,25,False,PERCENTILES,251,6751,scale,linear
4284,10364,1,False,JUMP,251,3510,scale,linear
4285,10364,1,False,SCORE_DIST,251,3510,scale,linear
4286,10364,25,True,PERCENTILES,251,3510,scale,linear
4287,3112,1,False,JUMP,251,10364,scale,linear
4288,3112,1,False,SCORE_DIST,251,10364,scale,linear
4289,3112,25,True,PERCENTILES,251,10364,scale,linear
4290,7066,1,False,JUMP,251,3510,scale,linear
4291,7066,2,True,SCORE_DIST,251,3510,scale,linear
4292,7066,25,True,PERCENTILES,251,3510,scale,linear
4293,7312,1,False,JUMP,251,4857,scale,linear
4294,7312,1,False,SCORE_DIST,251,4857,scale,linear
4295,7312,25,True,PERCENTILES,251,4857,scale,linear
4296,98,1,False,JUMP,251,10364,scale,linear
4297,98,1,False,SCORE_DIST,251,10364,scale,linear
4298,98,25,True,PERCENTILES,251,10364,scale,linear
4299,34298,1,False,JUMP,251,3510,scale,linear
4300,34298,1,False,SCORE_DIST,251,3510,scale,linear
4301,34298,25,True,PERCENTILES,251,3510,scale,linear
4302,14515,1,False,JUMP,251,6751,scale,linear
4303,14515,1,False,SCORE_DIST,251,6751,scale,linear
4304,14515,25,False,PERCENTILES,251,6751,scale,linear
4305,3202,2,False,JUMP,251,147,scale,linear
4306,3202,1,False,SCORE_DIST,251,147,scale,linear
4307,3202,25,True,PERCENTILES,251,147,scale,linear
4308,13449,1,False,JUMP,251,3510,scale,linear
4309,13449,2,False,SCORE_DIST,251,3510,scale,linear
4310,13449,25,True,PERCENTILES,251,3510,scale,linear
4311,16636,1,False,JUMP,251,3202,scale,linear
4312,16636,1,False,SCORE_DIST,251,3202,scale,linear
4313,16636,25,False,PERCENTILES,251,3202,scale,linear
4314,3202,1,False,JUMP,251,3112,scale,linear
4315,3202,1,False,SCORE_DIST,251,3112,scale,linear
4316,3202,25,True,PERCENTILES,251,3112,scale,linear
4317,3112,1,True,JUMP,251,3112,scale,linear
4318,3112,1,True,SCORE_DIST,251,3112,scale,linear
4319,3112,25,True,PERCENTILES,251,3112,scale,linear
4320,13492,1,False,JUMP,251,98,scale,linear
4321,13492,1,False,SCORE_DIST,251,98,scale,linear
4322,13492,25,True,PERCENTILES,251,98,scale,linear
4323,32538,1,False,JUMP,251,10364,scale,linear
4324,32538,1,False,SCORE_DIST,251,10364,scale,linear
4325,32538,25,False,PERCENTILES,251,10364,scale,linear
4326,20204,1,False,JUMP,251,3510,scale,linear
4327,20204,1,False,SCORE_DIST,251,3510,scale,linear
4328,20204,25,True,PERCENTILES,251,3510,scale,linear
4329,10964,1,False,JUMP,251,13449,scale,linear
4330,10964,1,False,SCORE_DIST,251,13449,scale,linear
4331,10964,25,False,PERCENTILES,251,13449,scale,linear
4332,843,1,False,JUMP,251,3096,scale,linear
4333,843,1,False,SCORE_DIST,251,3096,scale,linear
4334,843,25,True,PERCENTILES,251,3096,scale,linear
4335,13987,1,False,JUMP,251,3510,scale,linear
4336,13987,1,False,SCORE_DIST,251,3510,scale,linear
4337,13987,25,False,PERCENTILES,251,3510,scale,linear
4338,7066,1,False,JUMP,251,3510,scale,linear
4339,7066,1,False,SCORE_DIST,251,3510,scale,linear
4340,7066,25,True,PERCENTILES,251,3510,scale,linear
4341,7312,1,False,JUMP,251,3202,scale,linear
4342,7312,1,False,SCORE_DIST,251,3202,scale,linear
4343,7312,25,True,PERCENTILES,251,3202,scale,linear
4344,224,2,False,JUMP,251,3202,scale,linear
4345,224,2,False,SCORE_DIST,251,3202,scale,linear
4346,224,25,True,PERCENTILES,251,3202,scale,linear
4347,6751,1,True,JUMP,251,6751,scale,linear
4348,6751,1,True,SCORE_DIST,251,6751,scale,linear
4349,6751,25,True,PERCENTILES,251,6751,scale,linear
4350,25864,8,False,JUMP,251,147,scale,linear
4351,25864,3,False,SCORE_DIST,251,147,scale,linear
4352,25864,25,False,PERCENTILES,251,147,scale,linear
4353,3510,1,False,JUMP,251,3202,scale,linear
4354,3510,1,False,SCORE_DIST,251,3202,scale,linear
4355,3510,25,True,PERCENTILES,251,3202,scale,linear
4356,3112,1,True,JUMP,251,3112,scale,linear
4357,3112,2,True,SCORE_DIST,251,3112,scale,linear
4358,3112,25,True,PERCENTILES,251,3112,scale,linear
4359,13449,3,True,JUMP,251,3510,scale,linear
4360,13449,1,False,SCORE_DIST,251,3510,scale,linear
4361,13449,25,True,PERCENTILES,251,3510,scale,linear
4362,10364,1,False,JUMP,251,3112,scale,linear
4363,10364,1,False,SCORE_DIST,251,3112,scale,linear
4364,10364,25,True,PERCENTILES,251,3112,scale,linear
4365,2318,1,False,JUMP,251,282,scale,linear
4366,2318,1,False,SCORE_DIST,251,282,scale,linear
4367,2318,25,True,PERCENTILES,251,282,scale,linear
4368,13449,3,True,JUMP,251,3096,scale,linear
4369,13449,4,True,SCORE_DIST,251,3096,scale,linear
4370,13449,25,True,PERCENTILES,251,3096,scale,linear
4371,3202,2,False,JUMP,251,10364,scale,linear
4372,3202,1,False,SCORE_DIST,251,10364,scale,linear
4373,3202,25,True,PERCENTILES,251,10364,scale,linear
4374,224,1,False,JUMP,251,3202,scale,linear
4375,224,1,False,SCORE_DIST,251,3202,scale,linear
4376,224,25,True,PERCENTILES,251,3202,scale,linear
4377,17012,1,False,JUMP,251,3096,scale,linear
4378,17012,1,False,SCORE_DIST,251,3096,scale,linear
4379,17012,25,False,PERCENTILES,251,3096,scale,linear
4380,98,1,False,JUMP,251,10364,scale,linear
4381,98,1,False,SCORE_DIST,251,10364,scale,linear
4382,98,25,True,PERCENTILES,251,10364,scale,linear
4383,44692,1,True,JUMP,251,44692,scale,linear
4384,44692,1,True,SCORE_DIST,251,44692,scale,linear
4385,44692,25,True,PERCENTILES,251,44692,scale,linear
4386,3510,1,False,JUMP,251,3112,scale,linear
4387,3510,1,False,SCORE_DIST,251,3112,scale,linear
4388,3510,25,True,PERCENTILES,251,3112,scale,linear
4389,36817,1,False,JUMP,251,6751,scale,linear
4390,36817,1,False,SCORE_DIST,251,6751,scale,linear
4391,36817,25,False,PERCENTILES,251,6751,scale,linear
4392,10364,1,True,JUMP,251,10364,scale,linear
4393,10364,1,True,SCORE_DIST,251,10364,scale,linear
4394,10364,25,True,PERCENTILES,251,10364,scale,linear
4395,2210,1,False,JUMP,251,98,scale,linear
4396,2210,1,False,SCORE_DIST,251,98,scale,linear
4397,2210,25,False,PERCENTILES,251,98,scale,linear
4398,11426,1,False,JUMP,251,13449,scale,linear
4399,11426,2,False,SCORE_DIST,251,13449,scale,linear
4400,11426,25,False,PERCENTILES,251,13449,scale,linear
4401,10293,2,False,JUMP,251,13449,scale,linear
4402,10293,2,False,SCORE_DIST,251,13449,scale,linear
4403,10293,25,True,PERCENTILES,251,13449,scale,linear
4404,10364,3,False,JUMP,251,13449,scale,linear
4405,10364,1,False,SCORE_DIST,251,13449,scale,linear
4406,10364,25,True,PERCENTILES,251,13449,scale,linear
4407,1985,1,False,JUMP,251,6751,scale,linear
4408,1985,1,False,SCORE_DIST,251,6751,scale,linear
4409,1985,25,True,PERCENTILES,251,6751,scale,linear
4410,10618,1,False,JUMP,251,13449,scale,linear
4411,10618,2,False,SCORE_DIST,251,13449,scale,linear
4412,10618,25,True,PERCENTILES,251,13449,scale,linear
4413,3112,1,True,JUMP,251,3112,scale,linear
4414,3112,1,True,SCORE_DIST,251,3112,scale,linear
4415,3112,25,True,PERCENTILES,251,3112,scale,linear
4416,3096,2,True,JUMP,251,3096,scale,linear
4417,3096,1,True,SCORE_DIST,251,3096,scale,linear
4418,3096,25,True,PERCENTILES,251,3096,scale,linear
4419,3112,1,True,JUMP,251,3112,scale,linear
4420,3112,1,True,SCORE_DIST,251,3112,scale,linear
4421,3112,25,True,PERCENTILES,251,3112,scale,linear
4422,98,2,False,JUMP,251,13449,scale,linear
4423,98,3,False,SCORE_DIST,251,13449,scale,linear
4424,98,25,True,PERCENTILES,251,13449,scale,linear
4425,147,1,False,JUMP,251,28,scale,linear
4426,147,1,False,SCORE_DIST,251,28,scale,linear
4427,147,25,True,PERCENTILES,251,28,scale,linear
4428,3524,1,False,JUMP,251,3510,scale,linear
4429,3524,1,False,SCORE_DIST,251,3510,scale,linear
4430,3524,25,True,PERCENTILES,251,3510,scale,linear
4431,10364,1,False,JUMP,251,3112,scale,linear
4432,10364,1,False,SCORE_DIST,251,3112,scale,linear
4433,10364,25,True,PERCENTILES,251,3112,scale,linear
4434,147,1,True,JUMP,251,147,scale,linear
4435,147,1,True,SCORE_DIST,251,147,scale,linear
4436,147,25,True,PERCENTILES,251,147,scale,linear
4437,10293,1,False,JUMP,251,13449,scale,linear
4438,10293,2,False,SCORE_DIST,251,13449,scale,linear
4439,10293,25,True,PERCENTILES,251,13449,scale,linear
4440,221,1,False,JUMP,251,6751,scale,linear
4441,221,1,False,SCORE_DIST,251,6751,scale,linear
4442,221,25,True,PERCENTILES,251,6751,scale,linear
4443,3497,1,False,JUMP,251,3510,scale,linear
4444,3497,1,False,SCORE_DIST,251,3510,scale,linear
4445,3497,25,False,PERCENTILES,251,3510,scale,linear
4446,178,1,False,JUMP,251,6751,scale,linear
4447,178,1,False,SCORE_DIST,251,6751,scale,linear
4448,178,25,False,PERCENTILES,251,6751,scale,linear
4449,3131,1,False,JUMP,251,3082,scale,linear
4450,3131,1,False,SCORE_DIST,251,3082,scale,linear
4451,3131,25,True,PERCENTILES,251,3082,scale,linear
4452,49281,1,False,JUMP,251,10364,scale,linear
4453,49281,2,False,SCORE_DIST,251,10364,scale,linear
4454,49281,25,True,PERCENTILES,251,10364,scale,linear
4455,10364,2,False,JUMP,251,3510,scale,linear
4456,10364,2,False,SCORE_DIST,251,3510,scale,linear
4457,10364,25,True,PERCENTILES,251,3510,scale,linear
4458,388,1,False,JUMP,251,13449,scale,linear
4459,388,1,False,SCORE_DIST,251,13449,scale,linear
4460,388,25,True,PERCENTILES,251,13449,scale,linear
4461,3202,1,True,JUMP,251,3202,scale,linear
4462,3202,1,True,SCORE_DIST,251,3202,scale,linear
4463,3202,25,True,PERCENTILES,251,3202,scale,linear
4464,17931,1,False,JUMP,251,3112,scale,linear
4465,17931,2,False,SCORE_DIST,251,3112,scale,linear
4466,17931,25,True,PERCENTILES,251,3112,scale,linear
4467,3112,1,True,JUMP,251,3112,scale,linear
4468,3112,1,True,SCORE_DIST,251,3112,scale,linear
4469,3112,25,True,PERCENTILES,251,3112,scale,linear
4470,2974,4,False,JUMP,251,6751,scale,linear
4471,2974,2,False,SCORE_DIST,251,6751,scale,linear
4472,2974,25,False,PERCENTILES,251,6751,scale,linear
4473,3510,1,True,JUMP,251,3510,scale,linear
4474,3510,1,True,SCORE_DIST,251,3510,scale,linear
4475,3510,25,True,PERCENTILES,251,3510,scale,linear
4476,29870,3,False,JUMP,251,3112,scale,linear
4477,29870,1,False,SCORE_DIST,251,3112,scale,linear
4478,29870,25,True,PERCENTILES,251,3112,scale,linear
4479,301,1,False,JUMP,251,13449,scale,linear
4480,301,2,False,SCORE_DIST,251,13449,scale,linear
4481,301,25,False,PERCENTILES,251,13449,scale,linear
4482,4857,1,True,JUMP,251,4857,scale,linear
4483,4857,2,True,SCORE_DIST,251,4857,scale,linear
4484,4857,25,True,PERCENTILES,251,4857,scale,linear
4485,3082,1,True,JUMP,251,3082,scale,linear
4486,3082,1,True,SCORE_DIST,251,3082,scale,linear
4487,3082,25,True,PERCENTILES,251,3082,scale,linear
4488,13449,1,True,JUMP,251,13449,scale,linear
4489,13449,1,True,SCORE_DIST,251,13449,scale,linear
4490,13449,25,True,PERCENTILES,251,13449,scale,linear
4491,13449,1,False,JUMP,251,3202,scale,linear
4492,13449,1,False,SCORE_DIST,251,3202,scale,linear
4493,13449,25,True,PERCENTILES,251,3202,scale,linear
4494,2052,1,False,JUMP,251,3510,scale,linear
4495,2052,1,False,SCORE_DIST,251,3510,scale,linear
4496,2052,25,False,PERCENTILES,251,3510,scale,linear
4497,48354,1,True,JUMP,251,48354,scale,linear
4498,48354,1,True,SCORE_DIST,251,48354,scale,linear
